timestamp,symbol,strategy,order_type,trigger_price,execution_price,quantity,order_value,order_id,sl_order_id,status,pnl,remarks
2026-01-12 09:44:32,HDFCLIFE,MOMENTUM,BUY,758.09,758.09,1,758.09,260112190326156,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹742.95"
2026-01-12 09:44:33,HINDUNILVR,MOMENTUM,BUY,2377.65,2377.65,1,2377.65,260112190326240,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2330.1"
2026-01-12 09:44:34,SBILIFE,MOMENTUM,BUY,2086.57,2086.57,1,2086.57,260112190326350,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2044.8"
2026-01-12 09:44:35,BALKRISIND,MOMENTUM,BUY,2376.05,2376.05,1,2376.05,260112190326439,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2328.5"
2026-01-12 09:44:36,ICICIPRULI,MOMENTUM,BUY,690.57,690.57,1,690.57,260112190326530,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹676.75"
2026-01-12 09:44:37,MUTHOOTFIN,MOMENTUM,BUY,3871.4,3871.4,1,3871.4,260112190326634,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹3794.0"
2026-01-12 09:44:38,SUDEEPPHRM,MOMENTUM,BUY,568.9,568.9,1,568.9,260112190326749,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹557.5"
2026-01-12 09:44:40,PGEL,SUPPORT,BUY,615.0,588.4,100,58840.0,260112190326935,,PLACED,0,Support level hit
2026-01-12 09:54:40,AUBANK,MOMENTUM,BUY,1002.53,1002.53,1,1002.53,260112190393026,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹982.5"
2026-01-12 09:55:34,HINDALCO,MOMENTUM,BUY,905.27,905.27,1,905.27,260112190398060,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹887.15"
2026-01-12 10:01:54,COALINDIA,MOMENTUM,BUY,426.85,426.85,1,426.85,260112190433489,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹418.3"
2026-01-12 10:05:04,TMB,MOMENTUM,BUY,572.99,572.99,1,572.99,260112190448707,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹561.55"
2026-01-12 10:05:34,DABUR,MOMENTUM,BUY,523.71,523.71,1,523.71,260112190451494,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹513.25"
2026-01-12 10:29:46,BIKAJI,MOMENTUM,BUY,708.16,708.16,1,708.16,260112190556142,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹694.0"
2026-01-12 12:13:11,ASIANPAINT,MOMENTUM,BUY,2846.7,2846.7,1,2846.7,260112190963700,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2789.8"
2026-01-12 12:15:09,SKFINDIA,MOMENTUM,BUY,1834.76,1834.76,1,1834.76,260112190978566,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1798.1"
2026-01-12 12:21:33,SBIN,MOMENTUM,BUY,1004.47,1004.47,1,1004.47,260112191025611,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹984.4"
2026-01-12 12:37:06,NESTLEIND,MOMENTUM,BUY,1306.21,1306.21,1,1306.21,260112191128370,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1280.1"
