timestamp,symbol,strategy,order_type,trigger_price,execution_price,quantity,order_value,order_id,sl_order_id,status,pnl,remarks
2026-01-14 09:17:23,SAILIFE,TRENDRIDE,BUY,904.25,904.25,10,9042.5,260114190062871,,PLACED,0,"TrendRide signal from 2026-01-13, SL at ₹886.16"
2026-01-14 09:17:24,ZYDUSWELL,TRENDRIDE,BUY,441.8,441.8,10,4418.0,260114190062947,,PLACED,0,"TrendRide signal from 2026-01-13, SL at ₹432.96"
2026-01-14 09:17:25,SHRINGARMS,TRENDRIDE,BUY,223.79,223.79,10,2237.9,260114190063232,,PLACED,0,"TrendRide signal from 2026-01-13, SL at ₹219.31"
2026-01-14 09:37:22,COALINDIA,MOMENTUM,BUY,434.27,434.27,1,434.27,260114190232799,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹425.6"
2026-01-14 09:37:23,HINDALCO,MOMENTUM,BUY,934.62,934.62,1,934.62,260114190232839,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹915.95"
2026-01-14 09:37:23,ICICIBANK,MOMENTUM,BUY,1436.75,1436.75,1,1436.75,260114190232893,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1408.0"
2026-01-14 09:37:24,MAXHEALTH,MOMENTUM,BUY,1028.09,1028.09,1,1028.09,260114190232931,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1007.5"
2026-01-14 09:37:24,NESTLEIND,MOMENTUM,BUY,1317.27,1317.27,1,1317.27,260114190232962,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1290.9"
2026-01-14 09:37:25,AETHER,MOMENTUM,BUY,991.67,991.67,1,991.67,260114190233017,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹971.85"
2026-01-14 09:37:25,APLAPOLLO,MOMENTUM,BUY,1913.28,1913.28,1,1913.28,260114190233053,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1875.0"
2026-01-14 09:37:26,ARSSBL,MOMENTUM,BUY,634.42,634.42,1,634.42,260114190233102,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹621.75"
2026-01-14 09:37:26,CAMS,MOMENTUM,BUY,713.39,713.39,1,713.39,260114190233154,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹699.1"
2026-01-14 09:37:27,CANFINHOME,MOMENTUM,BUY,894.81,894.81,1,894.81,260114190233206,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹876.9"
2026-01-14 09:37:27,CHOICEIN,MOMENTUM,BUY,820.12,820.12,1,820.12,260114190233253,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹803.7"
2026-01-14 09:37:28,COLPAL,MOMENTUM,BUY,2111.09,2111.09,1,2111.09,260114190233292,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2068.9"
2026-01-14 09:37:28,CUMMINSIND,MOMENTUM,BUY,3994.47,3994.47,1,3994.47,260114190233342,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹3914.6"
2026-01-14 09:37:29,EMCURE,MOMENTUM,BUY,1551.75,1551.75,1,1551.75,260114190233392,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1520.7"
2026-01-14 09:37:29,FORTIS,MOMENTUM,BUY,907.81,907.81,1,907.81,260114190233437,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹889.65"
2026-01-14 09:37:30,GESHIP,MOMENTUM,BUY,1106.61,1106.61,1,1106.61,260114190233483,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1084.5"
2026-01-14 09:37:30,GLAND,MOMENTUM,BUY,1716.77,1716.77,1,1716.77,260114190233524,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1682.4"
2026-01-14 09:37:31,GLENMARK,MOMENTUM,BUY,2020.9,2020.9,1,2020.9,260114190233572,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1980.5"
2026-01-14 09:37:31,GRINDWELL,MOMENTUM,BUY,1578.46,1578.46,1,1578.46,260114190233604,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1546.9"
2026-01-14 09:37:32,HDFCAMC,MOMENTUM,BUY,2503.71,2503.71,1,2503.71,260114190233642,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2453.6"
