timestamp,symbol,strategy,order_type,trigger_price,execution_price,quantity,order_value,order_id,sl_order_id,status,pnl,remarks
2026-01-23 09:17:13,SBICARD,SUPPORT,BUY,785.0,784.75,100,78475.0,260123190063254,,PLACED,0,Support level hit
2026-01-23 09:37:13,HINDUNILVR,MOMENTUM,BUY,2393.59,2393.59,10,23935.9,260123190235950,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2345.7"
2026-01-23 09:37:13,SHRIRAMFIN,MOMENTUM,BUY,1006.17,1006.17,10,10061.7,260123190236019,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹986.05"
2026-01-23 09:37:14,TATACONSUM,MOMENTUM,BUY,1184.34,1184.34,10,11843.4,260123190236057,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1160.7"
2026-01-23 09:37:14,AAVAS,MOMENTUM,BUY,1459.87,1459.87,10,14598.7,260123190236110,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1430.7"
2026-01-23 09:37:15,ASTRAL,MOMENTUM,BUY,1419.02,1419.02,10,14190.2,260123190236161,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1390.6"
2026-01-23 09:37:15,COLPAL,MOMENTUM,BUY,2176.36,2176.36,10,21763.6,260123190236216,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2132.8"
2026-01-23 09:37:16,FORTIS,MOMENTUM,BUY,856.74,856.74,10,8567.4,260123190236270,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹839.6"
2026-01-23 09:37:16,GESHIP,MOMENTUM,BUY,1113.59,1113.59,10,11135.9,260123190236348,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1091.3"
2026-01-23 09:37:17,GLENMARK,MOMENTUM,BUY,2001.97,2001.97,10,20019.7,260123190236425,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1961.9"
2026-01-23 09:37:17,LICHSGFIN,MOMENTUM,BUY,517.18,517.18,10,5171.8,260123190236490,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹506.85"
2026-01-23 09:37:18,SIEMENS,MOMENTUM,BUY,2924.13,2924.13,10,29241.3,260123190236549,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹2865.6"
2026-01-23 09:37:18,VENKEYS,MOMENTUM,BUY,1503.72,1503.72,10,15037.2,260123190236605,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1473.6"
2026-01-23 09:37:19,VOLTAS,MOMENTUM,BUY,1308.4,1308.4,10,13084.0,260123190236699,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1282.2"
2026-01-23 09:37:20,JINDALSTEL,MOMENTUM,BUY,1075.22,1075.22,10,10752.2,260123190236756,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1053.7"
2026-01-23 09:37:20,INFY,MOMENTUM,BUY,1665.35,1665.35,10,16653.5,260123190236809,,PLACED,0,"Momentum -0.35% below HIGH, SL at ₹1632.0"
